,date,game_key,정대현,최원재,채선관,고영표,심재민,류희운,안상빈,홍성무,김민수,엄상백,이창재,정성곤,주권,김재윤,조무근,피어밴드,피노,한승지,박세진,마리몬,로위,서의태,밴와트,최대성,홍성용,윤근영,장시환,이상화,배우열,김사율
112,2016-08-27,20160827KTLG0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.963235294117648, 1.477941176470588, 3.7857142857142856, 1.2252252252252254]","[0, 0, 4.56923076923077, 1.5923076923076922, 0.9523809523809523, 0.8666666666666667]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 7.179190751445086, 1.994219653179191, 1.4516129032258065, 1.6476190476190475]","[0, 0, 4.831578947368421, 1.4842105263157894, 2.9, 0.9313725490196079]","[0, 0, 5.9361702127659575, 1.5319148936170213, 1.0740740740740742, 2.1363636363636362]","[0, 0, 5.53125, 1.5833333333333333, 1.5333333333333334, 4.571428571428571]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 0, 9.404494382022472, 2.325842696629213, 0.9166666666666666, 0.9888888888888889]","[0, 0, 4.618421052631579, 1.4605263157894737, 3.2, 6.333333333333333]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[1, 0, 10.887096774193548, 2.7096774193548385, 1.5789473684210527, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.6346153846153846, 1.8157894736842106, 4.9523809523809526]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.504854368932039, 1.7184466019417475, 1.9166666666666667, 0.6866666666666668]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.969849246231156, 1.7788944723618092, 1.6285714285714286, 2.01010101010101]","[0, 0, 8.142857142857142, 1.8571428571428572, 2.6, 2.3333333333333335]","[0, 0, 3.4225352112676055, 1.352112676056338, 1.8, 1.2456140350877194]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
113,2016-08-28,20160828KTLG0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.856115107913669, 1.4460431654676258, 3.857142857142857, 1.219298245614035]","[0, 0, 4.56923076923077, 1.5923076923076922, 0.9523809523809523, 0.8666666666666667]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 7.179190751445086, 1.994219653179191, 1.4516129032258065, 1.6476190476190475]","[0, 1, 4.78125, 1.46875, 3.0, 0.9142857142857143]","[0, 0, 5.9361702127659575, 1.5319148936170213, 1.0740740740740742, 2.1363636363636362]","[1, 0, 5.636363636363636, 1.5858585858585859, 1.46875, 4.5]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 0, 9.404494382022472, 2.325842696629213, 0.9166666666666666, 0.9888888888888889]","[0, 0, 4.618421052631579, 1.4605263157894737, 3.2, 6.333333333333333]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 10.887096774193548, 2.7096774193548385, 1.5789473684210527, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.6346153846153846, 1.8157894736842106, 4.9523809523809526]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.349056603773585, 1.6981132075471697, 2.0, 0.69281045751634]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.969849246231156, 1.7788944723618092, 1.6285714285714286, 2.01010101010101]","[0, 0, 8.142857142857142, 1.8571428571428572, 2.6, 2.3333333333333335]","[0, 1, 3.2837837837837838, 1.3783783783783783, 1.8, 1.2333333333333334]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
114,2016-08-30,20160830NCKT0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.821428571428571, 1.4357142857142857, 3.857142857142857, 1.1965811965811965]","[0, 1, 5.086956521739131, 1.6521739130434783, 1.0476190476190477, 0.9019607843137255]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 7.179190751445086, 1.994219653179191, 1.4516129032258065, 1.6476190476190475]","[0, 0, 4.78125, 1.46875, 3.0, 0.9142857142857143]","[0, 0, 5.9361702127659575, 1.5319148936170213, 1.0740740740740742, 2.1363636363636362]","[0, 0, 5.636363636363636, 1.5858585858585859, 1.46875, 4.5]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 0, 9.404494382022472, 2.325842696629213, 0.9166666666666666, 0.9888888888888889]","[1, 0, 3.6562499999999996, 1.375, 3.25, 6.4]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 10.887096774193548, 2.7096774193548385, 1.5789473684210527, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.6346153846153846, 1.8157894736842106, 4.9523809523809526]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.803738317757009, 1.766355140186916, 2.0, 0.6858974358974359]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.969849246231156, 1.7788944723618092, 1.6285714285714286, 2.01010101010101]","[0, 1, 8.46268656716418, 1.8805970149253732, 2.2857142857142856, 2.2333333333333334]","[0, 0, 3.2837837837837838, 1.3783783783783783, 1.8, 1.2333333333333334]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
115,2016-08-31,20160831NCKT0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.4357142857142857, 3.857142857142857, 1.1965811965811965]","[0, 1, 5.014285714285714, 1.6714285714285715, 1.0, 0.8974358974358974]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 7.056818181818182, 1.9602272727272727, 1.5161290322580645, 1.6296296296296295]","[0, 1, 4.859999999999999, 1.5, 2.8181818181818183, 0.925925925925926]","[1, 0, 5.166666666666666, 1.4074074074074074, 1.25, 2.347826086956522]","[0, 0, 5.636363636363636, 1.5858585858585859, 1.46875, 4.5]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 0, 9.404494382022472, 2.325842696629213, 0.9166666666666666, 0.9888888888888889]","[0, 0, 3.6562499999999996, 1.375, 3.25, 6.4]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 10.887096774193548, 2.7096774193548385, 1.5789473684210527, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.6346153846153846, 1.8157894736842106, 4.9523809523809526]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.803738317757009, 1.766355140186916, 2.0, 0.6858974358974359]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 1, 5.898058252427184, 1.762135922330097, 1.5945945945945945, 2.019607843137255]","[0, 1, 8.1, 1.842857142857143, 2.7142857142857144, 2.121212121212121]","[0, 1, 3.0759493670886076, 1.2911392405063291, 1.9, 1.253968253968254]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
116,2016-09-01,20160901KTOB0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.4357142857142857, 3.857142857142857, 1.1965811965811965]","[0, 0, 5.014285714285714, 1.6714285714285715, 1.0, 0.8974358974358974]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 7.056818181818182, 1.9602272727272727, 1.5161290322580645, 1.6296296296296295]","[0, 1, 4.811881188118812, 1.4851485148514854, 2.8181818181818183, 0.9099099099099098]","[0, 0, 5.166666666666666, 1.4074074074074074, 1.25, 2.347826086956522]","[0, 0, 5.636363636363636, 1.5858585858585859, 1.46875, 4.5]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 0, 9.404494382022472, 2.325842696629213, 0.9166666666666666, 0.9888888888888889]","[0, 0, 3.6562499999999996, 1.375, 3.25, 6.4]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 10.887096774193548, 2.7096774193548385, 1.5789473684210527, 3.4444444444444446]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.367469879518072, 1.5632530120481927, 1.8974358974358974, 5.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.803738317757009, 1.766355140186916, 2.0, 0.6858974358974359]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.898058252427184, 1.762135922330097, 1.5945945945945945, 2.019607843137255]","[0, 0, 8.1, 1.842857142857143, 2.7142857142857144, 2.121212121212121]","[0, 0, 3.0759493670886076, 1.2911392405063291, 1.9, 1.253968253968254]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
117,2016-09-02,20160902KTOB0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.4475524475524477, 3.9285714285714284, 1.1916666666666667]","[0, 0, 5.014285714285714, 1.6714285714285715, 1.0, 0.8974358974358974]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 7.056818181818182, 1.9602272727272727, 1.5161290322580645, 1.6296296296296295]","[0, 1, 4.673076923076923, 1.4423076923076925, 3.0, 0.9122807017543859]","[0, 0, 5.166666666666666, 1.4074074074074074, 1.25, 2.347826086956522]","[0, 0, 5.636363636363636, 1.5858585858585859, 1.46875, 4.5]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 0, 9.404494382022472, 2.325842696629213, 0.9166666666666666, 0.9888888888888889]","[0, 0, 3.6562499999999996, 1.375, 3.25, 6.4]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[1, 0, 9.1125, 2.2875, 1.6818181818181819, 3.8095238095238098]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.367469879518072, 1.5632530120481927, 1.8974358974358974, 5.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.803738317757009, 1.766355140186916, 2.0, 0.6858974358974359]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 1, 5.841346153846154, 1.7451923076923077, 1.6486486486486487, 1.9809523809523808]","[0, 0, 8.1, 1.842857142857143, 2.7142857142857144, 2.121212121212121]","[0, 1, 2.9634146341463414, 1.2804878048780488, 1.8181818181818181, 1.2424242424242424]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
118,2016-09-03,20160903LGKT0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.4475524475524477, 3.9285714285714284, 1.1626016260162602]","[0, 0, 5.014285714285714, 1.6714285714285715, 1.0, 0.8974358974358974]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 6.93854748603352, 1.9608938547486034, 1.4545454545454546, 1.6126126126126126]","[0, 1, 4.584905660377358, 1.4150943396226414, 3.1818181818181817, 0.9059829059829061]","[0, 0, 5.166666666666666, 1.4074074074074074, 1.25, 2.347826086956522]","[1, 0, 5.434504792332269, 1.5431309904153356, 1.5, 4.536231884057971]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 0, 9.404494382022472, 2.325842696629213, 0.9166666666666666, 0.9888888888888889]","[0, 0, 3.6562499999999996, 1.375, 3.25, 6.4]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 9.1125, 2.2875, 1.6818181818181819, 3.8095238095238098]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.367469879518072, 1.5632530120481927, 1.8974358974358974, 5.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.75, 1.75, 2.0, 0.6792452830188679]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.841346153846154, 1.7451923076923077, 1.6486486486486487, 1.9809523809523808]","[0, 0, 8.1, 1.842857142857143, 2.7142857142857144, 2.121212121212121]","[0, 0, 2.9634146341463414, 1.2804878048780488, 1.8181818181818181, 1.2424242424242424]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
119,2016-09-04,20160904LGKT0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4475524475524477, 3.9285714285714284, 1.1626016260162602]","[0, 0, 5.014285714285714, 1.6714285714285715, 1.0, 0.8974358974358974]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 6.824175824175824, 1.9285714285714286, 1.4848484848484849, 1.5964912280701753]","[0, 0, 4.584905660377358, 1.4150943396226414, 3.1818181818181817, 0.9059829059829061]","[0, 0, 5.166666666666666, 1.4074074074074074, 1.25, 2.347826086956522]","[0, 0, 5.434504792332269, 1.5431309904153356, 1.5, 4.536231884057971]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 0, 9.404494382022472, 2.325842696629213, 0.9166666666666666, 0.9888888888888889]","[1, 0, 4.026315789473684, 1.4473684210526316, 2.909090909090909, 6.333333333333333]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 9.1125, 2.2875, 1.6818181818181819, 3.8095238095238098]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.367469879518072, 1.5632530120481927, 1.8974358974358974, 5.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.544642857142857, 1.7142857142857142, 1.9230769230769231, 0.6913580246913581]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.841346153846154, 1.7451923076923077, 1.6486486486486487, 1.9809523809523808]","[0, 0, 8.1, 1.842857142857143, 2.7142857142857144, 2.121212121212121]","[0, 1, 2.892857142857143, 1.25, 1.9090909090909092, 1.2173913043478262]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
120,2016-09-06,20160906KTSS0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.875, 1.4791666666666667, 3.6666666666666665, 1.1428571428571428]","[0, 1, 5.286713286713287, 1.7202797202797204, 1.0909090909090908, 0.8993710691823898]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 6.824175824175824, 1.9285714285714286, 1.4848484848484849, 1.5964912280701753]","[0, 0, 4.584905660377358, 1.4150943396226414, 3.1818181818181817, 0.9059829059829061]","[1, 0, 5.820359281437126, 1.5089820359281438, 1.25, 2.319444444444444]","[0, 0, 5.434504792332269, 1.5431309904153356, 1.5, 4.536231884057971]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 1, 9.684782608695652, 2.3478260869565215, 0.9583333333333334, 0.989247311827957]","[0, 0, 4.026315789473684, 1.4473684210526316, 2.909090909090909, 6.333333333333333]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 9.1125, 2.2875, 1.6818181818181819, 3.8095238095238098]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.367469879518072, 1.5632530120481927, 1.8974358974358974, 5.03030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.544642857142857, 1.7142857142857142, 1.9230769230769231, 0.6913580246913581]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.841346153846154, 1.7451923076923077, 1.6486486486486487, 1.9809523809523808]","[0, 1, 8.4375, 1.8375, 3.142857142857143, 2.2222222222222223]","[0, 0, 2.892857142857143, 1.25, 1.9090909090909092, 1.2173913043478262]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
121,2016-09-07,20160907KTSS0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.775510204081633, 1.4489795918367347, 3.7333333333333334, 1.1395348837209303]","[0, 0, 5.286713286713287, 1.7202797202797204, 1.0909090909090908, 0.8993710691823898]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 6.75, 1.9076086956521738, 1.4848484848484849, 1.5726495726495726]","[0, 1, 4.418181818181818, 1.390909090909091, 2.9166666666666665, 0.9166666666666666]","[0, 0, 5.820359281437126, 1.5089820359281438, 1.25, 2.319444444444444]","[0, 0, 5.434504792332269, 1.5431309904153356, 1.5, 4.536231884057971]","[0, 0, 4.4, 1.3555555555555556, 4.538461538461538, 1.0714285714285714]","[0, 0, 9.684782608695652, 2.3478260869565215, 0.9583333333333334, 0.989247311827957]","[0, 0, 4.026315789473684, 1.4473684210526316, 2.909090909090909, 6.333333333333333]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 9.1125, 2.2875, 1.6818181818181819, 3.8095238095238098]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.124645892351275, 1.5552407932011332, 1.8333333333333333, 5.115942028985508]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.447368421052631, 1.763157894736842, 1.7857142857142858, 0.6909090909090909]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.841346153846154, 1.7451923076923077, 1.6486486486486487, 1.9809523809523808]","[0, 0, 8.4375, 1.8375, 3.142857142857143, 2.2222222222222223]","[0, 1, 3.033707865168539, 1.247191011235955, 2.0, 1.2361111111111112]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
122,2016-09-08,20160908KTHH0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.68, 1.42, 3.8666666666666667, 1.1363636363636365]","[0, 0, 5.286713286713287, 1.7202797202797204, 1.0909090909090908, 0.8993710691823898]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 6.75, 1.9076086956521738, 1.4848484848484849, 1.5726495726495726]","[0, 1, 4.821428571428571, 1.4732142857142856, 3.0, 0.910569105691057]","[0, 0, 5.820359281437126, 1.5089820359281438, 1.25, 2.319444444444444]","[0, 0, 5.434504792332269, 1.5431309904153356, 1.5, 4.536231884057971]","[0, 1, 5.086956521739131, 1.4130434782608696, 4.538461538461538, 1.069767441860465]","[0, 0, 9.684782608695652, 2.3478260869565215, 0.9583333333333334, 0.989247311827957]","[0, 0, 4.026315789473684, 1.4473684210526316, 2.909090909090909, 6.333333333333333]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[1, 0, 8.1, 2.13, 1.68, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.124645892351275, 1.5552407932011332, 1.8333333333333333, 5.115942028985508]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.26271186440678, 1.7542372881355932, 1.8, 0.7023809523809524]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 1, 6.171428571428571, 1.8, 1.564102564102564, 1.9444444444444444]","[0, 0, 8.4375, 1.8375, 3.142857142857143, 2.2222222222222223]","[0, 1, 2.967032967032967, 1.2527472527472527, 2.0, 1.2133333333333334]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
123,2016-09-09,20160909KTHH0,"[0, 0, 6.428571428571428, 1.7, 1.2571428571428571, 4.375]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.42, 3.8666666666666667, 1.1363636363636365]","[0, 0, 5.286713286713287, 1.7202797202797204, 1.0909090909090908, 0.8993710691823898]","[0, 0, 18.0, 2.3333333333333335, 1.0, 1.5]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 6.75, 1.9076086956521738, 1.4848484848484849, 1.5726495726495726]","[0, 0, 4.821428571428571, 1.4732142857142856, 3.0, 0.910569105691057]","[0, 0, 5.820359281437126, 1.5089820359281438, 1.25, 2.319444444444444]","[1, 0, 5.350609756097561, 1.5640243902439026, 1.457142857142857, 4.555555555555555]","[0, 0, 5.086956521739131, 1.4130434782608696, 4.538461538461538, 1.069767441860465]","[0, 0, 9.684782608695652, 2.3478260869565215, 0.9583333333333334, 0.989247311827957]","[0, 0, 4.026315789473684, 1.4473684210526316, 2.909090909090909, 6.333333333333333]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7678571428571428, 0.6363636363636364, 3.111111111111111]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 8.1, 2.13, 1.68, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.124645892351275, 1.5552407932011332, 1.8333333333333333, 5.115942028985508]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.26271186440678, 1.7542372881355932, 1.8, 0.7023809523809524]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 1, 6.0, 1.7638888888888888, 1.625, 1.945945945945946]","[0, 0, 8.4375, 1.8375, 3.142857142857143, 2.2222222222222223]","[0, 0, 2.967032967032967, 1.2527472527472527, 2.0, 1.2133333333333334]","[0, 0, 5.651162790697675, 1.4651162790697674, 1.9230769230769231, 1.1944444444444444]"
