,date,game_key,정대현,최원재,채선관,고영표,심재민,류희운,안상빈,홍성무,김민수,엄상백,이창재,정성곤,주권,김재윤,조무근,피어밴드,피노,한승지,박세진,마리몬,로위,서의태,밴와트,최대성,홍성용,윤근영,장시환,이상화,배우열,김사율
41,2016-05-22,20160522KTHH0,"[0, 0, 5.760000000000001, 1.76, 1.4, 4.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7125000000000004, 1.2, 3.111111111111111, 1.26984126984127]","[0, 0, 7.59375, 2.34375, 0.6666666666666666, 0.7619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 4, 1.0]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 5.161764705882352, 1.7647058823529411, 0.8333333333333334, 3.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 1.9166666666666667, 0.5, 3.0]","[0, 0, 5.917808219178082, 1.5616438356164384, 1.3, 3.476190476190476]","[0, 0, 3.4285714285714284, 1.0, 6.75, 1.2352941176470589]","[0, 1, 7.9411764705882355, 2.0294117647058822, 0.5833333333333334, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 2.5384615384615388, 1.0, 2.1666666666666665]","[0, 0, 4.615384615384616, 1.2564102564102564, 1.7647058823529411, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.294117647058823, 1.5294117647058822, 3.2222222222222223, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 1.411764705882353, 3.4, 0.7391304347826086]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.16, 1.44, 1.7142857142857142, 1.4705882352941178]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 1, 3.8571428571428568, 0.979591836734694, 2.2, 1.6333333333333333]"
42,2016-05-24,20160524KTOB0,"[1, 0, 5.4, 1.5789473684210527, 1.8181818181818181, 4.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.951219512195122, 1.3170731707317074, 2.9, 1.2424242424242424]","[0, 0, 7.59375, 2.34375, 0.6666666666666666, 0.7619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 4, 1.0]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 1, 7.425000000000001, 1.9874999999999998, 0.9333333333333333, 3.8095238095238098]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 1.9166666666666667, 0.5, 3.0]","[0, 0, 5.917808219178082, 1.5616438356164384, 1.3, 3.476190476190476]","[0, 0, 3.4285714285714284, 1.0, 6.75, 1.2352941176470589]","[0, 1, 6.585365853658536, 1.7560975609756098, 0.8333333333333334, 1.2424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 2.5384615384615388, 1.0, 2.1666666666666665]","[0, 0, 4.615384615384616, 1.2564102564102564, 1.7647058823529411, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.5294117647058822, 3.2222222222222223, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.764705882352941, 1.5294117647058822, 2.4285714285714284, 0.7083333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.16, 1.44, 1.7142857142857142, 1.4705882352941178]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 1, 3.6346153846153846, 0.9807692307692308, 2.2, 1.5757575757575757]"
43,2016-05-25,20160525KTOB0,"[0, 0, 5.4, 1.5789473684210527, 1.8181818181818181, 4.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.951219512195122, 1.3170731707317074, 2.9, 1.2424242424242424]","[0, 1, 7.105263157894736, 2.210526315789474, 0.6, 0.8444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.6666666666666667, 4, 0.75]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 7.425000000000001, 1.9874999999999998, 0.9333333333333333, 3.8095238095238098]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 1.9166666666666667, 0.5, 3.0]","[0, 0, 5.917808219178082, 1.5616438356164384, 1.3, 3.476190476190476]","[0, 0, 3.4285714285714284, 1.0, 6.75, 1.2352941176470589]","[0, 0, 6.585365853658536, 1.7560975609756098, 0.8333333333333334, 1.2424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[1, 0, 3.9130434782608696, 1.2173913043478262, 1.75, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.5294117647058822, 3.2222222222222223, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.5294117647058822, 2.4285714285714284, 0.7083333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.16, 1.44, 1.7142857142857142, 1.4705882352941178]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 1, 3.436363636363636, 0.9272727272727274, 2.2, 1.5277777777777777]"
44,2016-05-26,20160526KTOB0,"[0, 0, 5.4, 1.5789473684210527, 1.8181818181818181, 4.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.951219512195122, 1.3170731707317074, 2.9, 1.2424242424242424]","[0, 1, 6.9230769230769225, 2.1538461538461537, 0.7, 0.8125]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.2, 5.0, 1.0]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 1, 7.156626506024097, 1.9156626506024095, 1.0, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[0, 0, 5.917808219178082, 1.5616438356164384, 1.3, 3.476190476190476]","[0, 0, 3.4285714285714284, 1.0, 6.75, 1.2352941176470589]","[0, 1, 7.363636363636363, 1.840909090909091, 0.7142857142857143, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 3.9130434782608696, 1.2173913043478262, 1.75, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.5294117647058822, 3.2222222222222223, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.5294117647058822, 2.4285714285714284, 0.7083333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.16, 1.44, 1.7142857142857142, 1.4705882352941178]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 3.436363636363636, 0.9272727272727274, 2.2, 1.5277777777777777]"
45,2016-05-27,20160527WOKT0,"[0, 0, 5.4, 1.5789473684210527, 1.8181818181818181, 4.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.951219512195122, 1.3170731707317074, 2.9, 1.2424242424242424]","[0, 0, 6.9230769230769225, 2.1538461538461537, 0.7, 0.8125]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2, 5.0, 1.0]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 7.156626506024097, 1.9156626506024095, 1.0, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[1, 0, 6.25609756097561, 1.6097560975609757, 1.2727272727272727, 3.4166666666666665]","[0, 0, 3.4285714285714284, 1.0, 6.75, 1.2352941176470589]","[0, 0, 7.363636363636363, 1.840909090909091, 0.7142857142857143, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 3.9130434782608696, 1.2173913043478262, 1.75, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.5294117647058822, 3.2222222222222223, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.5294117647058822, 2.4285714285714284, 0.7083333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.16, 1.44, 1.7142857142857142, 1.4705882352941178]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 3.436363636363636, 0.9272727272727274, 2.2, 1.5277777777777777]"
46,2016-05-28,20160528WOKT0,"[0, 0, 5.4, 1.5789473684210527, 1.8181818181818181, 4.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.609756097560976, 1.3902439024390245, 2.9, 1.1884057971014492]","[0, 1, 6.428571428571428, 2.0714285714285716, 0.7, 0.8235294117647058]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2, 5.0, 1.0]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 7.156626506024097, 1.9156626506024095, 1.0, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[0, 0, 6.25609756097561, 1.6097560975609757, 1.2727272727272727, 3.4166666666666665]","[0, 1, 3.328767123287671, 1.0273972602739727, 7.75, 1.3518518518518519]","[0, 0, 7.363636363636363, 1.840909090909091, 0.7142857142857143, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 3.9130434782608696, 1.2173913043478262, 1.75, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.445378151260504, 1.5630252100840336, 3.1, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.294117647058823, 1.6470588235294117, 2.4285714285714284, 0.68]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.16, 1.44, 1.7142857142857142, 1.4705882352941178]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 1, 3.31578947368421, 1.0, 1.7142857142857142, 1.4615384615384615]"
47,2016-05-29,20160529WOKT0,"[1, 0, 5.4, 1.581818181818182, 1.5333333333333334, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.609756097560976, 1.3902439024390245, 2.9, 1.1884057971014492]","[0, 1, 6.27906976744186, 2.093023255813953, 0.7, 0.7962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2, 5.0, 1.0]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 3.0, 0.6666666666666666, 0, 3.0]","[0, 0, 7.156626506024097, 1.9156626506024095, 1.0, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[0, 0, 6.25609756097561, 1.6097560975609757, 1.2727272727272727, 3.4166666666666665]","[0, 0, 3.328767123287671, 1.0273972602739727, 7.75, 1.3518518518518519]","[0, 1, 7.163265306122449, 1.8979591836734695, 0.6875, 1.2564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 3.9130434782608696, 1.2173913043478262, 1.75, 5.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.445378151260504, 1.5630252100840336, 3.1, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.6470588235294117, 2.4285714285714284, 0.68]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.16, 1.44, 1.7142857142857142, 1.4705882352941178]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 3.31578947368421, 1.0, 1.7142857142857142, 1.4615384615384615]"
48,2016-05-31,20160531KTLT0,"[0, 0, 5.4, 1.581818181818182, 1.5333333333333334, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.08235294117647, 1.411764705882353, 3.1, 1.1805555555555556]","[0, 1, 5.869565217391304, 1.9565217391304348, 0.7, 0.8070175438596492]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.4285714285714286, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 1, 2.25, 0.5, 1, 2.0]","[0, 0, 7.156626506024097, 1.9156626506024095, 1.0, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[0, 0, 6.25609756097561, 1.6097560975609757, 1.2727272727272727, 3.4166666666666665]","[0, 0, 3.328767123287671, 1.0273972602739727, 7.75, 1.3518518518518519]","[0, 0, 7.163265306122449, 1.8979591836734695, 0.6875, 1.2564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[1, 0, 5.625, 1.4166666666666667, 1.5909090909090908, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.445378151260504, 1.5630252100840336, 3.1, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.6470588235294117, 2.4285714285714284, 0.68]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.16, 1.44, 1.7142857142857142, 1.4705882352941178]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 3.31578947368421, 1.0, 1.7142857142857142, 1.4615384615384615]"
49,2016-06-01,20160601KTLT0,"[0, 0, 5.4, 1.581818181818182, 1.5333333333333334, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.08235294117647, 1.411764705882353, 3.1, 1.1805555555555556]","[0, 1, 5.510204081632653, 1.8979591836734695, 0.6363636363636364, 0.8166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 2.25, 0.5, 1, 2.0]","[0, 0, 7.156626506024097, 1.9156626506024095, 1.0, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[0, 0, 6.25609756097561, 1.6097560975609757, 1.2727272727272727, 3.4166666666666665]","[0, 1, 3.2837837837837838, 1.054054054054054, 8.0, 1.2982456140350878]","[0, 1, 7.788461538461537, 1.9615384615384617, 0.75, 1.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 5.625, 1.4166666666666667, 1.5909090909090908, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.445378151260504, 1.5630252100840336, 3.1, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.294117647058823, 1.6470588235294117, 2.4285714285714284, 0.68]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[1, 0, 2.392405063291139, 1.4050632911392407, 1.7857142857142858, 1.4629629629629628]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 3.31578947368421, 1.0, 1.7142857142857142, 1.4615384615384615]"
50,2016-06-02,20160602KTLT0,"[0, 0, 5.4, 1.581818181818182, 1.5333333333333334, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.08235294117647, 1.411764705882353, 3.1, 1.1805555555555556]","[0, 1, 5.4, 1.8599999999999999, 0.6363636363636364, 0.7936507936507937]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 2.25, 0.5, 1, 2.0]","[0, 0, 7.156626506024097, 1.9156626506024095, 1.0, 3.4583333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[1, 0, 4.706422018348624, 1.3211009174311925, 1.7272727272727273, 4.037037037037037]","[0, 1, 3.506493506493506, 1.12987012987013, 5.666666666666667, 1.2833333333333334]","[0, 0, 7.788461538461537, 1.9615384615384617, 0.75, 1.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 5.625, 1.4166666666666667, 1.5909090909090908, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.445378151260504, 1.5630252100840336, 3.1, 4.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.09433962264151, 1.5849056603773584, 2.4285714285714284, 0.6794871794871795]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.392405063291139, 1.4050632911392407, 1.7857142857142858, 1.4629629629629628]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 1, 3.2033898305084745, 0.9661016949152542, 1.8571428571428572, 1.4047619047619049]"
51,2016-06-03,20160603LGKT0,"[0, 0, 5.4, 1.581818181818182, 1.5333333333333334, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.08235294117647, 1.411764705882353, 3.1, 1.1805555555555556]","[0, 1, 5.1923076923076925, 1.8461538461538463, 0.75, 0.7878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 1, 1.588235294117647, 0.8823529411764706, 1.0, 1.888888888888889]","[0, 1, 7.280898876404494, 1.9213483146067416, 1.1333333333333333, 3.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[0, 0, 4.706422018348624, 1.3211009174311925, 1.7272727272727273, 4.037037037037037]","[0, 0, 3.506493506493506, 1.12987012987013, 5.666666666666667, 1.2833333333333334]","[0, 1, 7.105263157894736, 1.894736842105263, 0.875, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 5.625, 1.4166666666666667, 1.5909090909090908, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.927007299270073, 1.5985401459854016, 2.357142857142857, 5.0740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.6363636363636365, 2.4285714285714284, 0.6790123456790123]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.392405063291139, 1.4050632911392407, 1.7857142857142858, 1.4629629629629628]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 3.2033898305084745, 0.9661016949152542, 1.8571428571428572, 1.4047619047619049]"
52,2016-06-04,20160604LGKT0,"[1, 0, 5.1526717557251915, 1.4885496183206108, 1.5294117647058822, 4.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.08235294117647, 1.411764705882353, 3.1, 1.1805555555555556]","[0, 0, 5.1923076923076925, 1.8461538461538463, 0.75, 0.7878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.3636363636363638, 2.6666666666666665, 1.0476190476190477]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 1.588235294117647, 0.8823529411764706, 1.0, 1.888888888888889]","[0, 1, 7.043478260869565, 1.858695652173913, 1.2, 3.066666666666667]","[0, 1, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[0, 0, 4.706422018348624, 1.3211009174311925, 1.7272727272727273, 4.037037037037037]","[0, 0, 3.506493506493506, 1.12987012987013, 5.666666666666667, 1.2833333333333334]","[0, 0, 7.105263157894736, 1.894736842105263, 0.875, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6285714285714286, 1.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 5.625, 1.4166666666666667, 1.5909090909090908, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.927007299270073, 1.5985401459854016, 2.357142857142857, 5.0740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.4285714285714284, 0.6790123456790123]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.392405063291139, 1.4050632911392407, 1.7857142857142858, 1.4629629629629628]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 1, 3.15, 0.95, 2.0, 1.3333333333333333]"
53,2016-06-05,20160605LGKT0,"[0, 0, 5.1526717557251915, 1.4885496183206108, 1.5294117647058822, 4.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.08235294117647, 1.411764705882353, 3.1, 1.1805555555555556]","[0, 1, 4.909090909090909, 1.8, 0.75, 0.7971014492753623]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.3636363636363638, 2.6666666666666665, 1.0476190476190477]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 1.588235294117647, 0.8823529411764706, 1.0, 1.888888888888889]","[0, 0, 7.043478260869565, 1.858695652173913, 1.2, 3.066666666666667]","[0, 1, 0.0, 2.0, 0.0, 0.5]","[0, 0, 9.878048780487804, 2.2682926829268295, 0.4, 2.7333333333333334]","[0, 0, 4.706422018348624, 1.3211009174311925, 1.7272727272727273, 4.037037037037037]","[0, 0, 3.506493506493506, 1.12987012987013, 5.666666666666667, 1.2833333333333334]","[0, 1, 6.532258064516129, 1.8870967741935483, 0.7777777777777778, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.94, 1.6199999999999999, 1.2857142857142858, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[1, 0, 5.711538461538462, 1.4230769230769231, 1.625, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.927007299270073, 1.5985401459854016, 2.357142857142857, 5.0740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 2.4285714285714284, 0.6790123456790123]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 2.392405063291139, 1.4050632911392407, 1.7857142857142858, 1.4629629629629628]","[0, 0, 5.142857142857142, 1.4285714285714286, 1.6666666666666667, 1.75]","[0, 0, 2.25, 1.75, 2.5, 1.3333333333333333]","[0, 0, 3.15, 0.95, 2.0, 1.3333333333333333]"
