,date,game_key,임기준,심동섭,홍건희,한승혁,유창식,김병현,김윤동,박준표,박동민,이준영,김명찬,전상현,지크,신윤철,김현준,헥터,정동현,남재현,서덕원,김광수,배힘찬,고효준,김진우,윤석민,곽정철,신창호,한기주,손영민,양현종,정용운,임창용,최영필
10,2016-04-15,20160415WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 10.384615384615385, 1.6153846153846154, 2.5, 0.619047619047619]","[0, 0, 6.0, 1.0, 4.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.2857142857142856, 1.0, 8.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.0, 6.0, 6.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.090909090909091, 1.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 4, 0.9166666666666666]"
11,2016-04-17,20160417WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 10.384615384615385, 1.6153846153846154, 2.5, 0.619047619047619]","[0, 0, 6.0, 1.0, 4.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.9090909090909092, 2.0, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 1.0, 8.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.2857142857142856, 3.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 1.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 4, 0.9166666666666666]"
12,2016-04-19,20160419SSHT0,"[0, 1, 0.0, 0.0, 0, 0.6666666666666666]","[0, 1, 7.105263157894736, 1.105263157894737, 3.0, 0.7916666666666666]","[0, 1, 4.153846153846154, 1.153846153846154, 6.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.7249999999999999, 1.75, 4.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 1.0, 8.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.2, 4.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 1.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 4, 0.9166666666666666]"
13,2016-04-20,20160420SSHT0,"[0, 1, 0.0, 0.0, 1, 0.5]","[0, 1, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 0, 4.153846153846154, 1.153846153846154, 6.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 2.6666666666666665, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7249999999999999, 1.75, 4.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 1.0, 8.0, 7.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 1.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.118644067796611, 1.4745762711864405, 1.875, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.0, 4.0, 0.8]"
14,2016-04-21,20160421SSHT0,"[0, 0, 0.0, 0.0, 1, 0.5]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 1, 5.4, 1.8, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 2.6666666666666665, 2.0, 0.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7249999999999999, 1.75, 4.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.789473684210526, 1.5263157894736843, 2.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 1.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.118644067796611, 1.4745762711864405, 1.875, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.0, 4.0, 0.8]"
15,2016-04-22,20160422HTLT0,"[0, 1, 0.0, 0.6, 1.0, 0.5555555555555556]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 0, 5.4, 1.8, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 2.181818181818182, 2.0, 0.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7249999999999999, 1.75, 4.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.5263157894736843, 2.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.090909090909091, 1.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.118644067796611, 1.4745762711864405, 1.875, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.0, 4.0, 0.8]"
16,2016-04-23,20160423HTLT0,"[0, 0, 0.0, 0.6, 1.0, 0.5555555555555556]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 0, 5.4, 1.8, 3.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 1.875, 2.0, 0.7619047619047619]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7249999999999999, 1.75, 4.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.5263157894736843, 2.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.6363636363636365, 4.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 0.7058823529411764, 1.3333333333333333, 1.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.118644067796611, 1.4745762711864405, 1.875, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.0, 4.0, 0.8]"
17,2016-04-24,20160424HTLT0,"[0, 0, 0.0, 0.6, 1.0, 0.5555555555555556]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 1, 2.793103448275862, 1.5517241379310345, 2.2, 1.9333333333333331]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 1.875, 2.0, 0.7619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.05, 1.45, 2.111111111111111, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.5263157894736843, 2.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 4.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7058823529411764, 1.3333333333333333, 1.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.118644067796611, 1.4745762711864405, 1.875, 6.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 2.5384615384615388, 4.0, 0.7222222222222222]"
18,2016-04-26,20160426HTHH0,"[0, 1, 4.764705882352941, 1.4117647058823528, 2.0, 1.4166666666666667]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 0, 2.793103448275862, 1.5517241379310345, 2.2, 1.9333333333333331]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.45, 2.111111111111111, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.5263157894736843, 2.0, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.6363636363636365, 4.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7058823529411764, 1.3333333333333333, 1.888888888888889]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.253012048192771, 1.3373493975903614, 1.8181818181818181, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 2.5384615384615388, 4.0, 0.7222222222222222]"
19,2016-04-28,20160428HTHH0,"[0, 0, 4.764705882352941, 1.4117647058823528, 2.0, 1.4166666666666667]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 1, 3.375, 1.5, 2.4, 1.7777777777777777]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.45, 2.111111111111111, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.785714285714286, 1.8, 2.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.7142857142857142, 5.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7058823529411764, 1.3333333333333333, 1.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.253012048192771, 1.3373493975903614, 1.8181818181818181, 6.916666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 2.5384615384615388, 4.0, 0.7222222222222222]"
20,2016-04-29,20160429OBHT0,"[0, 1, 4.5, 1.6666666666666667, 1.0, 1.2]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 1, 3.0857142857142854, 1.4571428571428573, 2.6, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.45, 2.111111111111111, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.8, 2.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 5.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.375, 1.40625, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.253012048192771, 1.3373493975903614, 1.8181818181818181, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 2.5384615384615388, 4.0, 0.7222222222222222]"
21,2016-04-30,20160430OBHT0,"[0, 0, 4.5, 1.6666666666666667, 1.0, 1.2]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 0, 3.0857142857142854, 1.4571428571428573, 2.6, 1.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 1, 27.0, 6.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6666666666666665, 1.2962962962962963, 2.7, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.8, 2.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.7142857142857142, 5.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.40625, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.253012048192771, 1.3373493975903614, 1.8181818181818181, 6.916666666666667]","[0, 1, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.625, 2.5, 0.7619047619047619]"
22,2016-05-01,20160501OBHT0,"[0, 0, 4.5, 1.6666666666666667, 1.0, 1.2]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 1, 2.7, 1.3499999999999999, 2.5, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 27.0, 6.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.2962962962962963, 2.7, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.8, 2.0, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 2.0, 5.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.40625, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4752475247524752, 1.3663366336633664, 1.6, 6.7333333333333325]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.625, 2.5, 0.7619047619047619]"
23,2016-05-03,20160503LTHT0,"[0, 0, 4.5, 1.6666666666666667, 1.0, 1.2]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 1, 2.511627906976744, 1.3255813953488371, 2.5, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 27.0, 6.0, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.2962962962962963, 2.7, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.882978723404255, 1.5638297872340425, 2.2222222222222223, 6.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.6666666666666667, 6.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.40625, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4752475247524752, 1.3663366336633664, 1.6, 6.7333333333333325]","[0, 1, 3.375, 1.125, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.625, 2.5, 0.7619047619047619]"
24,2016-05-04,20160504LTHT0,"[1, 0, 3.5217391304347827, 1.5652173913043477, 1.0, 1.277777777777778]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 1, 2.3478260869565215, 1.3043478260869565, 2.2857142857142856, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 1, 20.25, 4.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.2962962962962963, 2.7, 5.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.882978723404255, 1.5638297872340425, 2.2222222222222223, 6.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.4285714285714286, 7.0, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.40625, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4752475247524752, 1.3663366336633664, 1.6, 6.7333333333333325]","[0, 0, 3.375, 1.125, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 2.210526315789474, 2.5, 0.7916666666666666]"
25,2016-05-05,20160505LTHT0,"[0, 0, 3.5217391304347827, 1.5652173913043477, 1.0, 1.277777777777778]","[0, 0, 6.136363636363636, 1.090909090909091, 2.3333333333333335, 0.8148148148148148]","[0, 0, 2.3478260869565215, 1.3043478260869565, 2.2857142857142856, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 2.0869565217391304, 1.5, 0.9583333333333334]","[0, 0, 20.25, 4.5, 0.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.21875, 1.46875, 2.1333333333333333, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.882978723404255, 1.5638297872340425, 2.2222222222222223, 6.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4285714285714286, 7.0, 0.875]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 0.0, 0.0, 1, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.40625, 1.0, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4752475247524752, 1.3663366336633664, 1.6, 6.7333333333333325]","[0, 0, 3.375, 1.125, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 2.210526315789474, 2.5, 0.7916666666666666]"
