,date,game_key,배민관,이승현,유경국,김지용,이창호,임찬규,이영재,윤지웅,임정우,최성훈,이준형,소사,류제국,배재준,허프,김대현,코프랜드,유재유,신승현,이동현,우규민,장진용,진해수,유원상,봉중근,이범준,정찬헌,최동환,전인환,정현욱,김광삼
18,2016-04-26,20160426LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 2.142857142857143, 1.2857142857142858, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.0, 2.5, 0.75]","[0, 0, 3.8571428571428568, 1.607142857142857, 2.0, 0.9333333333333333]","[0, 0, 12.0, 2.0, 0.0, 0.5]","[0, 0, 4.655172413793104, 1.3448275862068966, 1.25, 4.833333333333333]","[0, 0, 5.869565217391304, 1.434782608695652, 7.0, 5.75]","[0, 0, 4.595744680851063, 1.4042553191489362, 2.8333333333333335, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 5.0, 0.8888888888888888]","[0, 0, 4.32, 1.44, 2.25, 1.0416666666666667]","[1, 0, 2.907692307692308, 1.2461538461538462, 3.25, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 0.6296296296296297]","[0, 0, 1.9285714285714284, 1.2857142857142856, 1.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
19,2016-04-28,20160428LGSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.875, 1.4285714285714286, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 1.9090909090909092, 2.5, 0.7333333333333333]","[0, 0, 3.8571428571428568, 1.607142857142857, 2.0, 0.9333333333333333]","[0, 0, 12.0, 2.0, 0.0, 0.5]","[0, 0, 4.655172413793104, 1.3448275862068966, 1.25, 4.833333333333333]","[0, 0, 5.869565217391304, 1.434782608695652, 7.0, 5.75]","[0, 0, 4.595744680851063, 1.4042553191489362, 2.8333333333333335, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 16.2, 3.5999999999999996, 0.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 5.0, 0.8888888888888888]","[0, 1, 3.7241379310344827, 1.3448275862068966, 2.75, 1.074074074074074]","[0, 0, 2.907692307692308, 1.2461538461538462, 3.25, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 1.95, 1.6, 0.6666666666666667]","[0, 1, 4.909090909090909, 1.9090909090909092, 1.2, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
20,2016-04-29,20160429KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.875, 1.4285714285714286, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.461538461538462, 2.5384615384615388, 2.0, 0.7222222222222222]","[0, 1, 3.4838709677419355, 1.4516129032258063, 2.2, 0.9393939393939394]","[0, 1, 10.125, 2.4375, 0.3333333333333333, 0.7619047619047619]","[1, 0, 5.926829268292683, 1.5365853658536586, 1.4, 4.555555555555555]","[0, 0, 5.869565217391304, 1.434782608695652, 7.0, 5.75]","[0, 0, 4.595744680851063, 1.4042553191489362, 2.8333333333333335, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 0.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8333333333333334, 3.0, 0.8571428571428571]","[0, 0, 3.7241379310344827, 1.3448275862068966, 2.75, 1.074074074074074]","[0, 0, 2.907692307692308, 1.2461538461538462, 3.25, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.95, 1.6, 0.6666666666666667]","[0, 1, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
21,2016-04-30,20160430KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.9615384615384617, 1.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.5384615384615388, 2.0, 0.7222222222222222]","[0, 0, 3.4838709677419355, 1.4516129032258063, 2.2, 0.9393939393939394]","[0, 0, 10.125, 2.4375, 0.3333333333333333, 0.7619047619047619]","[0, 0, 5.926829268292683, 1.5365853658536586, 1.4, 4.555555555555555]","[1, 0, 5.586206896551724, 1.4827586206896552, 5.666666666666667, 5.8]","[0, 0, 4.595744680851063, 1.4042553191489362, 2.8333333333333335, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 0.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6818181818181819, 3.0, 0.9166666666666666]","[0, 1, 3.272727272727273, 1.1818181818181819, 3.0, 1.1]","[0, 0, 2.907692307692308, 1.2461538461538462, 3.25, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.043478260869565, 1.6956521739130435, 1.6, 0.696969696969697]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
22,2016-05-01,20160501KTLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.6, 2.4, 2.3333333333333335, 0.7142857142857143]","[0, 1, 3.0857142857142854, 1.6285714285714286, 2.2, 0.9722222222222222]","[0, 1, 10.125, 2.625, 0.3333333333333333, 0.6666666666666666]","[0, 0, 5.926829268292683, 1.5365853658536586, 1.4, 4.555555555555555]","[0, 0, 5.586206896551724, 1.4827586206896552, 5.666666666666667, 5.8]","[0, 0, 4.595744680851063, 1.4042553191489362, 2.8333333333333335, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 0.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6, 4.0, 0.925925925925926]","[0, 0, 3.272727272727273, 1.1818181818181819, 3.0, 1.1]","[0, 0, 2.907692307692308, 1.2461538461538462, 3.25, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.6956521739130435, 1.6, 0.696969696969697]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8571428571428571, 0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
23,2016-05-04,20160504OBLG0,"[0, 1, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.6, 2.4, 2.3333333333333335, 0.7142857142857143]","[0, 0, 3.0857142857142854, 1.6285714285714286, 2.2, 0.9722222222222222]","[0, 1, 9.0, 2.6666666666666665, 0.3333333333333333, 0.6666666666666666]","[0, 0, 5.926829268292683, 1.5365853658536586, 1.4, 4.555555555555555]","[0, 0, 5.586206896551724, 1.4827586206896552, 5.666666666666667, 5.8]","[0, 0, 4.595744680851063, 1.4042553191489362, 2.8333333333333335, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 0.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6, 4.0, 0.925925925925926]","[0, 0, 3.272727272727273, 1.1818181818181819, 3.0, 1.1]","[1, 0, 2.0543478260869565, 0.9782608695652174, 4.0, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.043478260869565, 1.9565217391304348, 1.6, 0.638888888888889]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.7142857142857142, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
24,2016-05-05,20160505OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.45, 1.95, 2.3333333333333335, 0.8333333333333334]","[0, 1, 2.769230769230769, 1.6153846153846154, 2.3333333333333335, 1.0]","[0, 0, 9.0, 2.6666666666666665, 0.3333333333333333, 0.6666666666666666]","[0, 0, 5.926829268292683, 1.5365853658536586, 1.4, 4.555555555555555]","[1, 0, 5.349056603773585, 1.471698113207547, 4.2, 5.888888888888889]","[0, 0, 4.595744680851063, 1.4042553191489362, 2.8333333333333335, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 0.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5806451612903225, 2.6666666666666665, 1.0333333333333334]","[0, 1, 3.0857142857142854, 1.1142857142857143, 3.0, 1.0606060606060606]","[0, 0, 2.0543478260869565, 0.9782608695652174, 4.0, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.6, 0.638888888888889]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
25,2016-05-06,20160506LGNC0,"[0, 1, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 1.95, 2.3333333333333335, 0.8333333333333334]","[0, 0, 2.769230769230769, 1.6153846153846154, 2.3333333333333335, 1.0]","[0, 1, 13.5, 3.3, 0.25, 0.6666666666666667]","[1, 0, 4.821428571428571, 1.3928571428571428, 1.2222222222222223, 4.666666666666667]","[0, 0, 5.349056603773585, 1.471698113207547, 4.2, 5.888888888888889]","[0, 0, 4.595744680851063, 1.4042553191489362, 2.8333333333333335, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 0.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5806451612903225, 2.6666666666666665, 1.0333333333333334]","[0, 0, 3.0857142857142854, 1.1142857142857143, 3.0, 1.0606060606060606]","[0, 0, 2.0543478260869565, 0.9782608695652174, 4.0, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.6, 0.638888888888889]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
26,2016-05-07,20160507LGNC0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.45, 2.1, 2.3333333333333335, 0.7407407407407408]","[0, 0, 2.769230769230769, 1.6153846153846154, 2.3333333333333335, 1.0]","[0, 0, 13.5, 3.3, 0.25, 0.6666666666666667]","[0, 0, 4.821428571428571, 1.3928571428571428, 1.2222222222222223, 4.666666666666667]","[0, 0, 5.349056603773585, 1.471698113207547, 4.2, 5.888888888888889]","[1, 0, 5.785714285714286, 1.6607142857142856, 2.625, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 0.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.53125, 0.84375, 2.0, 0.9696969696969696]","[0, 0, 3.0857142857142854, 1.1142857142857143, 3.0, 1.0606060606060606]","[0, 0, 2.0543478260869565, 0.9782608695652174, 4.0, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.423076923076923, 2.4230769230769234, 1.3333333333333333, 0.6666666666666666]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
27,2016-05-08,20160508LGNC0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.217391304347826, 1.9565217391304348, 3.3333333333333335, 0.7666666666666667]","[0, 1, 2.4, 1.6666666666666667, 2.2857142857142856, 1.0714285714285714]","[0, 0, 13.5, 3.3, 0.25, 0.6666666666666667]","[0, 0, 4.821428571428571, 1.3928571428571428, 1.2222222222222223, 4.666666666666667]","[0, 0, 5.349056603773585, 1.471698113207547, 4.2, 5.888888888888889]","[0, 0, 5.785714285714286, 1.6607142857142856, 2.625, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 10.565217391304348, 2.7391304347826084, 0.9, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1891891891891895, 0.7297297297297297, 2.25, 1.027777777777778]","[0, 0, 3.0857142857142854, 1.1142857142857143, 3.0, 1.0606060606060606]","[0, 0, 2.0543478260869565, 0.9782608695652174, 4.0, 6.133333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.241379310344827, 2.3793103448275863, 1.1428571428571428, 0.6904761904761905]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
28,2016-05-10,20160510SSLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 2.125, 2.5, 0.7272727272727273]","[0, 0, 2.4, 1.6666666666666667, 2.2857142857142856, 1.0714285714285714]","[0, 1, 15.954545454545455, 3.409090909090909, 0.5, 0.6666666666666666]","[0, 0, 4.821428571428571, 1.3928571428571428, 1.2222222222222223, 4.666666666666667]","[0, 0, 5.349056603773585, 1.471698113207547, 4.2, 5.888888888888889]","[0, 0, 5.785714285714286, 1.6607142857142856, 2.625, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.565217391304348, 2.7391304347826084, 0.9, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 0.7297297297297297, 2.25, 1.027777777777778]","[0, 1, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[1, 0, 3.375, 1.153846153846154, 3.6666666666666665, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 2.272727272727273, 1.125, 0.7333333333333333]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.153846153846154, 3.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
29,2016-05-11,20160511SSLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 2.125, 2.5, 0.7272727272727273]","[0, 0, 2.4, 1.6666666666666667, 2.2857142857142856, 1.0714285714285714]","[0, 1, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 4.821428571428571, 1.3928571428571428, 1.2222222222222223, 4.666666666666667]","[1, 0, 5.2682926829268295, 1.5609756097560976, 3.6666666666666665, 5.857142857142857]","[0, 0, 5.785714285714286, 1.6607142857142856, 2.625, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.565217391304348, 2.7391304347826084, 0.9, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1891891891891895, 0.7297297297297297, 2.25, 1.027777777777778]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 3.375, 1.153846153846154, 3.6666666666666665, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.818181818181818, 2.272727272727273, 1.125, 0.7333333333333333]","[0, 0, 6.136363636363636, 2.0454545454545454, 1.0, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.153846153846154, 3.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
30,2016-05-12,20160512SSLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.125, 2.125, 2.5, 0.7272727272727273]","[0, 1, 3.5217391304347827, 1.826086956521739, 2.0, 1.0222222222222224]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[1, 0, 7.061538461538462, 1.6615384615384614, 1.2727272727272727, 4.333333333333334]","[0, 0, 5.2682926829268295, 1.5609756097560976, 3.6666666666666665, 5.857142857142857]","[0, 0, 5.785714285714286, 1.6607142857142856, 2.625, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.565217391304348, 2.7391304347826084, 0.9, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 0.825, 1.8, 1.0256410256410258]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 3.375, 1.153846153846154, 3.6666666666666665, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.526315789473683, 2.1315789473684212, 1.25, 0.7916666666666666]","[0, 1, 6.75, 2.0, 0.8571428571428571, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.6666666666666667, 0.75, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
31,2016-05-13,20160513SKLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.586206896551724, 1.7586206896551726, 1.25, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 0.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.5, 2.0, 0.6666666666666666]","[0, 1, 3.306122448979592, 1.7142857142857144, 2.25, 1.0208333333333333]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 7.061538461538462, 1.6615384615384614, 1.2727272727272727, 4.333333333333334]","[0, 0, 5.2682926829268295, 1.5609756097560976, 3.6666666666666665, 5.857142857142857]","[1, 0, 6.260869565217392, 1.6956521739130435, 2.9, 4.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.565217391304348, 2.7391304347826084, 0.9, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.825, 1.8, 1.0256410256410258]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 3.375, 1.153846153846154, 3.6666666666666665, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.526315789473683, 2.1315789473684212, 1.25, 0.7916666666666666]","[0, 0, 6.75, 2.0, 0.8571428571428571, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 0.75, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]"
