,date,game_key,배민관,이승현,유경국,김지용,이창호,임찬규,이영재,윤지웅,임정우,최성훈,이준형,소사,류제국,배재준,허프,김대현,코프랜드,유재유,신승현,이동현,우규민,장진용,진해수,유원상,봉중근,이범준,정찬헌,최동환,전인환,정현욱,김광삼
45,2016-06-01,20160601HTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 5.142857142857142, 1.5714285714285714, 1.2, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.312499999999999, 1.625, 1.6, 0.7619047619047619]","[0, 0, 2.739130434782609, 1.5217391304347827, 2.3636363636363638, 1.0454545454545454]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 5.594594594594595, 1.6216216216216217, 1.0952380952380953, 4.625]","[0, 0, 5.135869565217392, 1.5, 3.7777777777777777, 6.133333333333334]","[0, 0, 4.061946902654867, 1.3008849557522124, 2.7333333333333334, 5.3809523809523805]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.071428571428572, 2.142857142857143, 0.8461538461538461, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4923076923076923, 1.1076923076923075, 1.4, 1.0317460317460319]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 4.300884955752212, 1.3805309734513276, 2.75, 5.3809523809523805]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 2.176470588235294, 1.0769230769230769, 0.7391304347826086]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 1.3125, 1.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.153846153846154, 2.6666666666666665, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]"
46,2016-06-02,20160602HTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 4.8, 1.5333333333333334, 1.1818181818181819, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.312499999999999, 1.625, 1.6, 0.7619047619047619]","[0, 0, 2.739130434782609, 1.5217391304347827, 2.3636363636363638, 1.0454545454545454]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 5.594594594594595, 1.6216216216216217, 1.0952380952380953, 4.625]","[0, 0, 5.135869565217392, 1.5, 3.7777777777777777, 6.133333333333334]","[1, 0, 4.432835820895522, 1.3432835820895523, 2.5294117647058822, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.071428571428572, 2.142857142857143, 0.8461538461538461, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4923076923076923, 1.1076923076923075, 1.4, 1.0317460317460319]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 4.300884955752212, 1.3805309734513276, 2.75, 5.3809523809523805]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9411764705882355, 2.176470588235294, 1.0769230769230769, 0.7391304347826086]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 1.3125, 1.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.153846153846154, 2.6666666666666665, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]"
47,2016-06-03,20160603LGKT0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 4.8, 1.5333333333333334, 1.1818181818181819, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.5, 1.5555555555555556, 1.6363636363636365, 0.8181818181818182]","[0, 1, 2.52, 1.44, 2.6363636363636362, 1.0869565217391304]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 5.594594594594595, 1.6216216216216217, 1.0952380952380953, 4.625]","[1, 0, 4.9565217391304355, 1.463768115942029, 4.222222222222222, 6.2727272727272725]","[0, 0, 4.432835820895522, 1.3432835820895523, 2.5294117647058822, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.071428571428572, 2.142857142857143, 0.8461538461538461, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.125, 1.1538461538461537, 1.0909090909090908]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 4.300884955752212, 1.3805309734513276, 2.75, 5.3809523809523805]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.788461538461537, 2.1346153846153846, 1.0769230769230769, 0.7222222222222222]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.3571428571428572, 1.4285714285714286, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.3333333333333333, 2.6666666666666665, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]"
48,2016-06-04,20160604LGKT0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 4.8, 1.5333333333333334, 1.1818181818181819, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5, 1.5555555555555556, 1.6363636363636365, 0.8181818181818182]","[0, 0, 2.52, 1.44, 2.6363636363636362, 1.0869565217391304]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 5.594594594594595, 1.6216216216216217, 1.0952380952380953, 4.625]","[0, 0, 4.9565217391304355, 1.463768115942029, 4.222222222222222, 6.2727272727272725]","[0, 0, 4.432835820895522, 1.3432835820895523, 2.5294117647058822, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.071428571428572, 2.142857142857143, 0.8461538461538461, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.125, 1.1538461538461537, 1.0909090909090908]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[1, 0, 5.008064516129032, 1.4758064516129032, 2.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 2.1346153846153846, 1.0769230769230769, 0.7222222222222222]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.4285714285714286, 1.4285714285714286, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.3333333333333333, 2.6666666666666665, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]"
49,2016-06-05,20160605LGKT0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 4.235294117647059, 1.588235294117647, 1.25, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5, 1.5555555555555556, 1.6363636363636365, 0.8181818181818182]","[0, 1, 2.423076923076923, 1.4230769230769231, 2.5, 1.0833333333333333]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[1, 0, 5.4, 1.6560000000000001, 0.96, 4.62962962962963]","[0, 0, 4.9565217391304355, 1.463768115942029, 4.222222222222222, 6.2727272727272725]","[0, 0, 4.432835820895522, 1.3432835820895523, 2.5294117647058822, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.071428571428572, 2.142857142857143, 0.8461538461538461, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.131578947368421, 1.105263157894737, 1.1538461538461537, 1.1014492753623188]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 5.008064516129032, 1.4758064516129032, 2.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.0, 2.1666666666666665, 1.1538461538461537, 0.72]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 1.4285714285714286, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
50,2016-06-07,20160607SSLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 3.9272727272727272, 1.5272727272727273, 1.3333333333333333, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.267857142857143, 1.5, 1.6363636363636365, 0.8115942028985508]","[0, 1, 2.333333333333333, 1.3703703703703705, 2.5833333333333335, 1.08]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 5.4, 1.6560000000000001, 0.96, 4.62962962962963]","[0, 0, 4.9565217391304355, 1.463768115942029, 4.222222222222222, 6.2727272727272725]","[0, 0, 4.432835820895522, 1.3432835820895523, 2.5294117647058822, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.617647058823529, 2.0294117647058822, 0.8214285714285714, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.1153846153846154, 1.2142857142857142, 1.0833333333333333]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 5.008064516129032, 1.4758064516129032, 2.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.322033898305085, 2.0338983050847457, 1.2142857142857142, 0.7564102564102565]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 1.4285714285714286, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
51,2016-06-08,20160608SSLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 3.7241379310344827, 1.4482758620689655, 1.4166666666666667, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.5789473684210527, 1.6363636363636365, 0.7916666666666666]","[0, 0, 2.333333333333333, 1.3703703703703705, 2.5833333333333335, 1.08]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 5.4, 1.6560000000000001, 0.96, 4.62962962962963]","[0, 0, 4.9565217391304355, 1.463768115942029, 4.222222222222222, 6.2727272727272725]","[1, 0, 4.006451612903225, 1.2580645161290323, 2.5789473684210527, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.617647058823529, 2.0294117647058822, 0.8214285714285714, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0, 1.0740740740740742, 1.2142857142857142, 1.08]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 5.008064516129032, 1.4758064516129032, 2.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.322033898305085, 2.0338983050847457, 1.2142857142857142, 0.7564102564102565]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.2692307692307694, 1.625, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
52,2016-06-09,20160609SSLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 3.7241379310344827, 1.4482758620689655, 1.4166666666666667, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 1.6363636363636365, 0.7916666666666666]","[0, 0, 2.333333333333333, 1.3703703703703705, 2.5833333333333335, 1.08]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 5.4, 1.6560000000000001, 0.96, 4.62962962962963]","[1, 0, 4.8, 1.4266666666666667, 4.1, 6.25]","[0, 0, 4.006451612903225, 1.2580645161290323, 2.5789473684210527, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 6.617647058823529, 2.0294117647058822, 0.8214285714285714, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 1.0740740740740742, 1.2142857142857142, 1.08]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 5.008064516129032, 1.4758064516129032, 2.5, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.322033898305085, 2.0338983050847457, 1.2142857142857142, 0.7564102564102565]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.2692307692307694, 1.625, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
53,2016-06-10,20160610LGHH0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 3.7241379310344827, 1.4482758620689655, 1.4166666666666667, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 1.6363636363636365, 0.7916666666666666]","[0, 1, 3.951219512195122, 1.5365853658536586, 2.2142857142857144, 1.0512820512820513]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 5.4, 1.6560000000000001, 0.96, 4.62962962962963]","[0, 0, 4.8, 1.4266666666666667, 4.1, 6.25]","[0, 0, 4.006451612903225, 1.2580645161290323, 2.5789473684210527, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.617647058823529, 2.0294117647058822, 0.8214285714285714, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 1.0740740740740742, 1.2142857142857142, 1.08]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[1, 0, 5.170212765957447, 1.4893617021276595, 2.272727272727273, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.322033898305085, 2.0338983050847457, 1.2142857142857142, 0.7564102564102565]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.2692307692307694, 1.625, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
54,2016-06-11,20160611LGHH0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 3.7241379310344827, 1.4482758620689655, 1.4166666666666667, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 1.6363636363636365, 0.7916666666666666]","[0, 1, 4.0813953488372094, 1.569767441860465, 2.357142857142857, 1.0617283950617284]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[1, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.8, 1.4266666666666667, 4.1, 6.25]","[0, 0, 4.006451612903225, 1.2580645161290323, 2.5789473684210527, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.617647058823529, 2.0294117647058822, 0.8214285714285714, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9058823529411764, 1.0941176470588236, 1.2, 1.0897435897435896]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 5.170212765957447, 1.4893617021276595, 2.272727272727273, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.6499999999999995, 2.05, 1.2142857142857142, 0.7407407407407407]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.2692307692307694, 1.625, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
55,2016-06-12,20160612LGHH0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 3.7241379310344827, 1.4482758620689655, 1.4166666666666667, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.779661016949153, 1.6271186440677965, 1.6363636363636365, 0.7866666666666667]","[0, 1, 3.943820224719101, 1.550561797752809, 2.4285714285714284, 1.0595238095238095]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.8, 1.4266666666666667, 4.1, 6.25]","[0, 0, 4.006451612903225, 1.2580645161290323, 2.5789473684210527, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.625, 1.9, 0.7741935483870968, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7608695652173914, 1.0434782608695652, 1.2, 1.1358024691358024]","[0, 0, 2.6341463414634148, 1.0975609756097562, 3.25, 1.1388888888888888]","[0, 0, 5.170212765957447, 1.4893617021276595, 2.272727272727273, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.285714285714286, 2.0476190476190474, 1.1875, 0.75]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.2692307692307694, 1.625, 1.5757575757575757]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
56,2016-06-14,20160614NCLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 3.7241379310344827, 1.4482758620689655, 1.4166666666666667, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 1, 4.108695652173913, 1.6304347826086956, 2.2666666666666666, 1.0574712643678161]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[1, 0, 4.5910931174089065, 1.3846153846153848, 4.181818181818182, 6.333333333333333]","[0, 0, 4.006451612903225, 1.2580645161290323, 2.5789473684210527, 5.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.9, 0.7741935483870968, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7608695652173914, 1.0434782608695652, 1.2, 1.1358024691358024]","[0, 1, 3.068181818181818, 1.090909090909091, 3.5, 1.1282051282051282]","[0, 0, 5.170212765957447, 1.4893617021276595, 2.272727272727273, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.061538461538462, 2.0769230769230766, 1.1666666666666667, 0.7471264367816093]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0377358490566038, 1.3584905660377358, 1.4444444444444444, 1.4722222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
57,2016-06-16,20160616NCLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 3.7241379310344827, 1.4482758620689655, 1.4166666666666667, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 4.108695652173913, 1.6304347826086956, 2.2666666666666666, 1.0574712643678161]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.5910931174089065, 1.3846153846153848, 4.181818181818182, 6.333333333333333]","[1, 0, 4.238372093023256, 1.3430232558139534, 2.75, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.9, 0.7741935483870968, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3225806451612905, 1.096774193548387, 1.1875, 1.1071428571428572]","[0, 0, 3.068181818181818, 1.090909090909091, 3.5, 1.1282051282051282]","[0, 0, 5.170212765957447, 1.4893617021276595, 2.272727272727273, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.772727272727273, 2.1818181818181817, 1.1578947368421053, 0.7333333333333333]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 1, 6.0, 2.3333333333333335, 0.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 1.3584905660377358, 1.4444444444444444, 1.4722222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
58,2016-06-17,20160617HTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 3.5409836065573774, 1.4262295081967213, 1.4166666666666667, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 4.108695652173913, 1.6304347826086956, 2.2666666666666666, 1.0574712643678161]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.5910931174089065, 1.3846153846153848, 4.181818181818182, 6.333333333333333]","[0, 0, 4.238372093023256, 1.3430232558139534, 2.75, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.9, 0.7741935483870968, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3225806451612905, 1.096774193548387, 1.1875, 1.1071428571428572]","[0, 1, 4.108695652173913, 1.1739130434782608, 2.8, 1.0952380952380953]","[1, 0, 4.581818181818182, 1.3818181818181818, 2.909090909090909, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.772727272727273, 2.1818181818181817, 1.1578947368421053, 0.7333333333333333]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 6.0, 2.3333333333333335, 0.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 1.3584905660377358, 1.4444444444444444, 1.4722222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
